show_id;c_id;first_name;last_name;gender;Age;Country;membership_date;movie_point;device;Enter_Time;Days
s878;05-6496532;Tobey;Dyott;Male;34;South Sudan;4/16/2007;;PC;17:13;Monday
s5210;05-6544452;Elihu;Sheron;Female;68;Burundi;12.10.2007;5;Mobile;21:07;Thursday
s2407;05-6621254;Olly;Pighills;Male;28;Solomon Islands;3/28/2007;;Mobile;08:09;Friday
s3137;05-6723458;Valerye;Lumm;Male;35;Bahamas;1/14/2002;4;Mobile;12:04;Wednesday
s1354;05-6775716;Cleve;Tirrey;Female;39;Palau;12/19/2006;;TV;19:36;Tuesday
s4243;05-6782848;Pinchas;Stanford;Male;57;Nigeria;1.11.2003;3;Mobile;17:02;Wednesday
s3202;05-6784721;Brand;Bahls;Male;39;Rwanda;11/20/2020;2;TV;17:36;Tuesday
s3234;05-6801277;Dewie;Folk;Female;27;Mali;7/26/2017;4;Mobile;19:57;Friday
s5229;05-6819928;Lacey;Thomazet;Male;22;Denmark;7.11.2013;3;Tablet;08:57;Saturday
s3814;05-6868909;Lucine;Tofts;Female;32;Andorra;6/15/2009;3;TV;22:34;Sunday
s3919;05-6919501;Pembroke;Jimenez;Male;58;Germany;5.07.2014;3;Tablet;19:31;Sunday
s695;05-6954676;Berk;Griffitt;Non-Conforming;40;Malta;5.06.2011;4;TV;19:44;Monday
s5134;05-6984388;Vittoria;Abbots;Male;48;Lithuania;6.03.2014;;Mobile;19:11;Friday
s2734;05-6989663;Cherice;Flucker;Non-Conforming;73;Zambia;2.08.2013;2;Mobile;02:34;Tuesday
s713;05-6991741;Gardy;Saing;Male;49;New Zealand;2/16/2005;3;Mobile;12:43;Friday
s443;05-7024002;Tessi;Danter;Male;63;Ecuador;9/24/2003;;TV;16:47;Wednesday
s7593;05-7043682;Tabatha;Entwisle;Male;40;Canada;12/29/2013;;PC;22:12;Thursday
s3684;05-7112176;Miles;Doppler;Female;73;Saint Kitts and Nevis;7/22/2004;;Tablet;08:35;Friday
s1020;05-7126762;Darcy;Hurl;Male;46;Saudi Arabia;12/20/2000;2;PC;19:29;Monday
s4830;05-7277865;Carter;Bodycote;Female;38;Moldova;6/19/2018;3;TV;03:03;Friday
s3857;05-7307793;Paquito;Vakhrushev;Male;45;Uruguay;2.12.2016;3;PC;22:31;Friday
s436;05-7345136;Hayes;Carleman;Male;70;Morocco;5/27/2017;1;Tablet;03:28;Tuesday
s177;05-7449075;Wildon;Friman;Male;73;Saudi Arabia;8/21/2003;3;PC;00:11;Sunday
s193;05-7463770;Andrea;Vautin;Female;46;Guyana;5/28/2007;3;Tablet;09:42;Thursday
s3233;05-7630271;Bevon;Pinckney;Male;72;Honduras;3/30/2008;1;TV;01:41;Thursday
s4009;05-7648353;Horton;Galpen;Female;44;Mauritania;12/13/2006;5;Mobile;15:53;Saturday
s4476;05-7743493;Glen;Altoft;Female;41;Palau;3/13/2014;;Mobile;04:40;Monday
s3901;05-7843085;Artur;Greet;Male;31;Syria;12.09.2013;3;Mobile;13:52;Monday
s4307;05-7860925;Gabie;Cahan;Male;46;Bulgaria;10/16/2004;;TV;15:33;Monday
s5399;05-7920909;Guillaume;Clynmans;Male;69;India;3/16/2006;2;Tablet;08:34;Monday
s179;05-7962874;Merle;Bordes;Male;33;Ivory Coast;3.12.2010;1;Mobile;04:54;Wednesday
s8450;05-7989843;Karlis;Fenwick;Male;22;Philippines;5.10.2001;5;Tablet;12:13;Saturday
s1048;05-8071794;Harmon;Swarbrick;Female;63;Sri Lanka;10/24/2014;;TV;00:56;Sunday
s5760;05-8229694;Brose;Stockbridge;Male;55;Eswatini;2.05.2012;4;Mobile;17:37;Sunday
s6090;05-8250318;Mersey;Graben;Male;48;Benin;7.09.2013;4;Tablet;16:26;Thursday
s8349;05-8308931;Lyssa;Cathrall;Male;67;Chile;8/13/2006;4;Tablet;21:30;Tuesday
s1982;05-8334071;Poppy;Grimwade;Female;42;France;3/19/2018;;Mobile;05:20;Monday
s1373;05-8416020;Lorry;Claibourn;Male;53;Laos;8.09.2001;3;Tablet;16:48;Tuesday
s91;05-8440992;Nat;Spellman;Female;32;Dominica;1/20/2001;;Tablet;08:54;Tuesday
s6981;05-8532906;Sloan;Sollowaye;Female;29;Nepal;3/14/2005;3;Mobile;15:19;Friday
s441;05-8534076;Rheba;Hutfield;Female;22;Sweden;9.04.2013;1;TV;11:21;Tuesday
s6159;05-8555145;Angie;Chicchelli;Female;30;Fiji;4/15/2001;4;Mobile;13:44;Tuesday
s242;05-8571540;Clarissa;Jemmett;Female;36;Liechtenstein;9.01.2011;3;PC;01:08;Thursday
s1763;05-8593813;Maddy;Christofe;Male;65;Malta;8/22/2005;3;PC;18:35;Sunday
s4860;05-8628908;Vilhelmina;Burrows;Non-Conforming;25;Australia;4/25/2014;4;TV;04:14;Friday
s1247;05-8659564;Loralie;Elstub;Female;28;Russia;6/28/2014;5;PC;01:13;Wednesday
s2814;05-8702269;Manuel;Merfin;Female;30;Costa Rica;4/18/2017;3;Mobile;01:07;Wednesday
s4211;05-8814334;Talyah;Aluard;Female;34;Laos;12.05.2000;4;Mobile;18:50;Tuesday
s3646;05-8862286;Hilary;Timcke;Male;49;Albania;2.07.2002;4;TV;07:32;Thursday
s7885;05-8918358;Patrick;McGurn;Female;39;Samoa;6/29/2014;2;PC;15:53;Saturday
s1631;05-8979688;Appolonia;Newick;Female;45;Tanzania;11.12.2019;3;TV;04:06;Saturday
s8223;05-9043354;Kessia;Yaus;Female;21;Lithuania;3/30/2008;5;Tablet;19:44;Wednesday
s8370;05-9089989;Rurik;Bexon;Male;34;Micronesia;11/30/2008;1;PC;17:26;Saturday
s6919;05-9109461;Cami;Sabater;Female;48;Ukraine;9/22/2008;3;TV;13:54;Friday
s532;05-9143369;Kelley;Schoenrock;Female;73;Thailand;11.09.2010;2;Mobile;23:43;Tuesday
s4954;05-9302855;Klemens;Dast;Female;48;India;12/14/2005;2;TV;03:06;Monday
s7566;05-9308819;Imogen;Vallery;Female;39;India;3.07.2014;5;TV;08:32;Tuesday
s5514;05-9347190;Selestina;McGragh;Male;30;Netherlands;6/16/2014;5;TV;17:05;Thursday
s7262;05-9392006;Coletta;Goalby;Female;78;Pakistan;3/16/2007;5;TV;07:47;Sunday
s6790;05-9392556;Iver;Pettengell;Female;35;Belize;8/14/2016;4;Tablet;03:20;Thursday
s6150;05-9433501;Eula;Cearley;Male;29;Trinidad and Tobago;9/26/2015;2;Tablet;11:33;Thursday
s5532;05-9486218;Maiga;Carhart;Female;66;Comoros;1.06.2020;1;Tablet;00:33;Thursday
s5184;05-9516267;Win;Aylmer;Female;46;Jordan;3/24/2016;3;PC;10:50;Tuesday
s6824;05-9582091;Libbie;Cathersides;Male;35;Belize;1/20/2005;3;TV;11:57;Sunday
s7668;05-9625798;Enrichetta;Laidel;Male;48;Sudan;9/22/2006;3;Mobile;02:00;Tuesday
s885;05-9629441;Winny;Mosten;Non-Conforming;35;Nicaragua;9/16/2006;;PC;17:37;Sunday
s4907;05-9691365;Silvio;Fairbrass;Male;21;Trinidad and Tobago;6/13/2003;4;PC;12:55;Wednesday
s3899;05-9698715;Jaquelyn;Fenemore;Male;29;Ivory Coast;2/16/2015;1;TV;08:40;Sunday
s664;05-9771313;Naoma;McComish;Female;37;Malta;12/13/2008;4;TV;19:20;Monday
s5882;05-9829314;Even;Wyllcock;Male;30;Jamaica;12/21/2011;4;Tablet;05:34;Monday
s734;05-9833633;Andros;Grabiec;Male;58;Liechtenstein;10/30/2004;4;PC;18:13;Thursday
s3266;05-9835631;Tore;Ramsbottom;Male;58;Turkmenistan;3.05.2003;4;TV;22:33;Friday
s3548;05-9854302;Derrick;Nyland;Male;55;El Salvador;1/31/2006;4;PC;05:38;Monday
s2008;06-0034105;Emilio;Chilles;Male;26;Namibia;1.09.2001;3;TV;08:36;Saturday
s7233;06-0085983;Leonard;Huller;Male;40;Lithuania;3/13/2019;5;TV;15:01;Saturday
s1039;06-0090315;Nessie;Lemary;Male;45;Brazil;9.02.2020;3;Tablet;00:37;Monday
s3650;06-0102754;Gilly;Edgett;Female;33;Ethiopia;5/29/2007;4;TV;07:17;Sunday
s146;06-0135445;Amelita;Grut;Female;34;Turkmenistan;11/25/2001;3;TV;17:29;Monday
s4325;06-0149305;Lorinda;Storey;Female;38;Romania;6.02.2002;3;TV;05:01;Thursday
s5412;06-0192116;Golda;Balloch;Female;79;Marshall Islands;5/23/2013;5;TV;13:16;Thursday
s5253;06-0209839;Marne;Ribbens;Male;22;Cameroon;10.04.2008;3;PC;17:02;Wednesday
s4745;06-0250884;Coletta;Vasyukhichev;Female;79;Norway;4/19/2016;;Tablet;19:08;Friday
s681;06-0361799;Fabiano;Leachman;Female;39;Cabo Verde;12.03.2008;;TV;09:51;Friday
s5054;06-0433508;Ellissa;Overal;Female;33;Thailand;1/25/2008;4;Mobile;02:04;Thursday
s6830;06-0459774;Anna-diana;Goodwyn;Female;48;Seychelles;6/22/2008;5;PC;22:20;Wednesday
s314;06-0508494;Florinda;Casarili;Female;64;Canada;11.01.2010;5;PC;02:21;Monday
s5715;06-0602377;Greta;Sheers;Male;66;Malta;11.12.2007;5;Mobile;17:29;Wednesday
s2705;06-0647827;Magdalene;Timeby;Female;53;Cambodia;9/16/2011;;PC;22:43;Tuesday
s7456;06-0669473;Leopold;Youthead;Female;72;Liberia;6.08.2013;3;PC;04:17;Friday
s5590;06-0674219;Trixy;Elacoate;Male;45;Guinea;8/15/2010;3;PC;17:57;Friday
s4613;06-0694473;Constancia;Chillingsworth;Female;32;Guatemala;5/14/2001;4;PC;16:08;Saturday
s5473;06-0707166;Issi;Pionter;Female;22;Maldives;8/16/2016;4;TV;00:42;Thursday
s6117;06-0788088;Marcos;Lugton;Female;21;United Kingdom;12/29/2015;4;TV;11:42;Sunday
s4821;06-0871506;Francois;Sandeman;Male;46;Malta;11/18/2017;4;Tablet;15:55;Sunday
s8274;06-0894760;Blakelee;Stollwerck;Male;58;Nigeria;4/14/2009;3;Mobile;23:47;Sunday
s2128;06-0935981;Eustace;Rummin;Male;39;Comoros;7.02.2004;4;Mobile;07:20;Sunday
s7905;06-1022430;Cal;Basham;Male;33;Armenia;6/23/2019;1;PC;19:23;Sunday
s3934;06-1026745;Dew;Fabler;Male;46;Mali;8.09.2005;4;PC;20:31;Sunday
s6905;06-1044473;Aube;Teresi;Male;21;Canada;6/16/2014;;Mobile;15:05;Friday
s1630;06-1065968;Nathan;Ebdon;Female;55;Central African Republic;5.12.2003;3;Mobile;09:44;Saturday
s8170;06-1087660;Odelia;Figure;Female;78;Afghanistan;12/26/2011;;Mobile;01:25;Thursday
s1438;06-1111604;Tommy;Hext;Male;20;Saudi Arabia;9.01.2012;4;TV;13:03;Saturday
s822;06-1237026;Silvio;Ayree;Male;47;South Korea;1/16/2020;4;Tablet;00:55;Saturday
s6188;06-1250826;Vincent;Bergeau;Female;69;Uruguay;10/21/2017;5;TV;04:25;Thursday
s3995;06-1267765;Amil;Mills;Male;31;Samoa;1/13/2020;;PC;01:49;Sunday
s7415;06-1303339;Richie;Storck;Male;25;Indonesia;1.02.2014;3;PC;23:22;Wednesday
s3325;06-1341315;Marilin;Wherton;Female;19;Micronesia;9.04.2012;3;PC;13:07;Thursday
s7302;06-1379885;Egor;Carnall;Male;38;Canada;10/31/2009;;Mobile;14:40;Wednesday
s2901;06-1434381;Tobe;Slocombe;Female;59;Niger;7/30/2003;5;Mobile;15:00;Sunday
s1084;06-1536517;Natty;Cumbers;Male;38;Cabo Verde;12/15/2000;2;PC;14:08;Saturday
s3921;06-1542940;Sarina;MacGowing;Female;20;Italy;1/21/2020;3;PC;01:15;Thursday
s4599;06-1622930;Gaultiero;Olsson;Male;72;Mauritius;6.11.2005;3;PC;00:00;Saturday
s1158;06-1772314;Laureen;Kitney;Male;72;Bahrain;10.01.2003;2;Tablet;09:45;Sunday
s5531;06-1806719;Mariette;Middler;Male;44;Kenya;8/13/2015;;PC;20:58;Wednesday
s5216;06-1925017;Dulce;Ahrenius;Male;30;Slovenia;7.12.2012;4;TV;15:58;Friday
s8373;06-1994981;Steven;Lindberg;Female;39;Germany;4.02.2016;;Mobile;14:11;Sunday
s1541;06-2087492;Clayborne;Kearley;Non-Conforming;64;Egypt;10/22/2006;3;Tablet;12:13;Sunday
s4922;06-2087517;Glenna;Wingham;Male;43;Denmark;7/24/2004;3;Tablet;17:30;Sunday
s4472;06-2127462;Fredelia;Ragsdale;Male;52;Norway;3/15/2003;;TV;01:56;Tuesday
s5291;06-2205572;Rudie;Leeuwerink;Female;38;Iceland;10.07.2016;3;Mobile;05:17;Monday
s2242;06-2209609;Rufus;Broyd;Female;48;Canada;8/17/2005;3;PC;18:57;Tuesday
s3401;06-2239986;Austine;Blackwood;Male;75;Barbados;11/13/2005;4;PC;16:55;Sunday
s1311;06-2343082;Ange;Shortell;Female;25;Bahrain;5/29/2003;3;Tablet;16:02;Wednesday
s1442;06-2372436;Sayre;Champley;Male;33;Ghana;10.11.2014;;TV;01:54;Tuesday
s3593;06-2379158;Becka;Groomebridge;Female;68;Dominican Republic;9/22/2017;3;PC;19:25;Tuesday
s2183;06-2390201;Tressa;McDonogh;Female;38;Colombia;12/22/2000;3;PC;03:39;Friday
s4514;06-2396428;Gracia;Tille;Male;30;Ireland;2.11.2003;1;TV;10:24;Friday
s1390;06-2435130;Osbourn;Gerram;Male;66;Qatar;7/14/2009;5;PC;17:10;Monday
s4613;06-2449093;Isiahi;Paskerful;Male;79;Netherlands;2/21/2020;;Tablet;12:56;Friday
s7732;06-2497634;Siouxie;Vellender;Male;39;Guyana;10/20/2009;3;TV;13:23;Tuesday
s400;06-2574550;Hedwig;Grolle;Female;42;Luxembourg;11/19/2012;5;PC;17:42;Monday
s3220;06-2579907;Mara;Coverlyn;Female;79;Costa Rica;3/27/2006;3;TV;06:46;Monday
s1886;06-2594353;Harmonie;Sommerling;Male;56;Peru;3/31/2005;3;TV;20:38;Thursday
s1114;06-2594547;Lynelle;Aris;Female;68;Saudi Arabia;6.09.2009;5;Tablet;10:38;Tuesday
s6180;06-2718524;Obidiah;Lifsey;Male;24;Honduras;5/16/2003;5;Tablet;02:17;Thursday
s8232;06-2736632;Melina;Kubal;Female;23;Indonesia;10/21/2003;4;TV;01:46;Thursday
s359;06-2779852;Stanford;Adamovsky;Female;46;Japan;3/30/2017;4;PC;08:42;Wednesday
s3299;06-2895405;Monique;Mayhou;Female;63;Estonia;2/22/2016;5;PC;10:41;Tuesday
s7262;06-2898989;Leopold;Terlinden;Male;45;Burkina Faso;3.12.2005;3;TV;22:11;Friday
s6344;06-2938498;Base;Ingold;Male;46;Nicaragua;12/26/2003;4;PC;21:33;Tuesday
s8231;06-2973213;Cyril;Rastall;Female;53;Bulgaria;7/14/2014;3;PC;04:32;Wednesday
s3734;06-2975053;Hermia;Laudham;Female;48;Botswana;2/23/2013;;Mobile;05:48;Monday
s5358;06-2992140;Elisha;de Amaya;Female;50;Romania;11/16/2015;3;TV;22:12;Friday
s7901;06-3091218;Antoinette;Minico;Male;60;Maldives;2.05.2007;3;Mobile;22:20;Sunday
s5801;06-3187575;Valentin;Dilger;Male;61;Canada;8/22/2011;3;Mobile;17:27;Monday
s416;06-3218383;Karisa;Freake;Male;44;Georgia;4/23/2003;2;Tablet;15:26;Wednesday
s3153;06-3239419;Merwin;Soot;Male;22;Lithuania;6/27/2012;;Tablet;00:14;Tuesday
s1283;06-3280590;Lisle;Cadalleder;Female;73;Montenegro;12.02.2002;3;PC;03:14;Friday
s325;06-3292715;Ivette;Pople;Male;69;Honduras;4.04.2005;5;Tablet;02:12;Friday
s5115;06-3370335;Mandie;Gothrup;Female;44;Comoros;12/29/2010;1;Mobile;16:24;Wednesday
s332;06-3384685;Jewel;Heisler;Male;39;Equatorial Guinea;10/29/2017;3;PC;18:34;Friday
s3531;06-3447104;Katinka;Rickaert;Female;39;Saint Vincent;1.08.2004;5;Tablet;19:45;Sunday
s2004;06-3483438;Jannel;Morey;Male;58;Samoa;12/26/2011;4;PC;17:47;Sunday
s7046;06-3496277;Marvin;Glisane;Male;70;Marshall Islands;11.02.2013;;Mobile;18:50;Sunday
s5607;06-3501483;Archie;MacFarlane;Male;67;India;5/27/2008;3;Mobile;20:17;Sunday
s3321;06-3518405;Hester;Matuszkiewicz;Male;39;Dominica;12/27/2016;5;PC;00:06;Saturday
s3527;06-3598764;Christie;Chicchelli;Female;48;Norway;1/26/2013;4;TV;11:11;Saturday
s6143;06-3599269;Byrann;Hunnicutt;Male;66;Belize;4/15/2010;3;Mobile;19:59;Tuesday
s3880;06-3717838;Johnathan;Randell;Non-Conforming;74;Peru;1.10.2002;;Tablet;19:44;Saturday
s6612;06-3937206;Ludwig;Adnam;Female;23;Andorra;3/30/2002;3;TV;20:18;Monday
s1312;06-4037131;Shandee;Itzcovich;Male;31;Turkey;8/26/2011;5;PC;21:35;Thursday
s7919;06-4132041;Tedi;Cawthra;Female;32;San Marino;5.03.2005;3;Mobile;07:48;Wednesday
s7733;06-4157101;Allegra;Vellender;Male;39;Liechtenstein;11/27/2004;4;Mobile;19:17;Tuesday
s5092;06-4174896;Vickie;Bellenie;Female;30;Congo (Brazzaville);8/13/2018;3;Mobile;12:18;Thursday
s1464;06-4337105;Harmony;Kirlin;Female;64;United Kingdom;9.06.2014;2;TV;22:35;Monday
s6168;06-4402213;Ofelia;Ferras;Male;38;Romania;7/30/2018;4;Mobile;17:35;Tuesday
s1793;06-4453808;Laurie;Mapstone;Male;79;Gabon;11/20/2012;5;PC;17:06;Monday
s490;06-4469168;Lezlie;Edmonds;Male;55;Mexico;8/20/2014;5;TV;08:19;Sunday
s1462;06-4504655;Darius;Kalisz;Female;64;Russia;12/25/2010;;PC;21:32;Sunday
s5271;06-4571052;Justis;Rogliero;Male;19;Malaysia;3.10.2001;2;Tablet;20:14;Thursday
s7917;06-4633473;Rufus;Daniell;Male;33;Malawi;11.04.2014;4;Mobile;05:19;Wednesday
s2563;06-4642279;Julie;McCorry;Female;40;Canada;2/24/2019;5;TV;16:17;Sunday
s2958;06-4654670;Whitaker;Colrein;Female;38;Portugal;9/18/2014;3;Mobile;09:04;Wednesday
s7450;06-4722616;Karel;Pedersen;Male;46;Egypt;3/26/2002;3;PC;10:06;Monday
s2254;06-4725506;Brianna;Rouf;Female;79;France;11/18/2014;3;PC;10:04;Saturday
s743;06-4808125;Judith;Farn;Male;29;United Kingdom;2/20/2007;1;Mobile;04:44;Wednesday
s3587;06-4848706;Ravid;Shory;Female;54;Trinidad and Tobago;4/26/2008;3;TV;00:11;Sunday
s6546;06-4874575;Patrice;Giller;Female;53;Italy;5/16/2019;2;PC;06:59;Monday
s3073;06-5048807;Judon;Rawlinson;Male;51;Croatia;1/28/2012;4;TV;05:23;Thursday
s2575;06-5056647;Shayne;Yellowlee;Female;33;Guinea-Bissau;12/14/2013;4;PC;08:59;Wednesday
s7304;06-5117190;Ward;Rieger;Female;48;Argentina;8/30/2006;5;Tablet;23:50;Sunday
s5833;06-5150347;Tandi;Philipson;Male;33;Congo (Brazzaville);11/27/2010;5;Tablet;05:16;Saturday
s25;06-5152929;Sheffield;Durward;Male;55;Japan;1/17/2012;4;Mobile;06:24;Monday
s7881;06-5175964;Hermy;Stiling;Female;52;Japan;7.11.2009;4;PC;00:25;Wednesday
s2719;06-5266676;Prentice;Gosse;Female;50;Nigeria;11/30/2006;;TV;08:35;Monday
s7663;06-5379630;Ricki;Diggell;Male;78;Eritrea;7.08.2008;1;TV;16:48;Friday
s4549;06-5381730;Taddeusz;Weldrake;Female;39;Bahrain;10.03.2001;3;PC;04:58;Friday
s8751;06-5619733;Rosene;Mangan;Female;67;Poland;12/17/2017;3;Tablet;08:42;Thursday
s2964;06-5774832;Pryce;Ekless;Non-Conforming;40;Ukraine;5.01.2013;4;Tablet;20:12;Saturday
s5720;06-5880047;Curt;Baudic;Female;30;France;4/29/2017;;Mobile;19:27;Wednesday
s3348;06-5904565;Tildie;Fellos;Female;19;Nigeria;1.06.2008;3;PC;09:44;Friday
s3944;06-5905637;Prudi;Garmans;Male;39;France;11.11.2003;1;PC;10:26;Monday
s1999;06-5915617;Skelly;Dunnett;Female;53;Panama;2.07.2001;3;PC;07:01;Friday
s6427;06-5977037;Blinnie;Abrahams;Female;46;Dominica;3/28/2016;1;Tablet;17:44;Thursday
s5619;06-5997346;Jodee;Pahl;Female;19;Mali;11/21/2016;2;PC;21:09;Wednesday
s6048;06-6056910;Sonnnie;Dunican;Male;26;Sierra Leone;11.03.2020;3;TV;01:25;Monday
s3173;06-6124833;Raymond;Frogley;Female;74;Honduras;4.04.2015;5;PC;22:53;Thursday
s5838;06-6144334;Zorah;Giggs;Male;65;Canada;10.07.2006;3;Tablet;23:38;Thursday
s228;06-6189574;Misty;Angelo;Female;37;Vietnam;10/31/2008;;TV;06:47;Thursday
s1455;06-6211718;Maryjane;Keaveny;Female;44;Turkmenistan;6/13/2008;1;Mobile;11:00;Thursday
s669;06-6272553;Tait;Secrett;Male;26;Ireland;3.01.2013;4;TV;20:34;Friday
s6317;06-6287163;Lek;Cardello;Female;42;Syria;8/19/2003;;Mobile;11:12;Tuesday
s1982;06-6288474;Homerus;Burkin;Male;52;Philippines;10/22/2012;4;PC;13:48;Saturday
s4886;06-6304800;Nikki;Shillitto;Non-Conforming;32;Luxembourg;9/17/2002;4;TV;12:02;Wednesday
s7930;06-6327671;Guenevere;Furney;Male;35;Micronesia;2/15/2008;4;Tablet;21:21;Sunday
s6938;06-6345157;Charles;Stowell;Female;37;Trinidad and Tobago;5.10.2002;4;Tablet;23:30;Friday
s6431;06-6346824;Gwynne;Wilman;Male;56;Monaco;7/16/2001;4;Mobile;16:14;Wednesday
s6002;06-6408548;Hope;MacCallister;Male;74;Nepal;1/20/2004;3;PC;14:07;Saturday
s2646;06-6434567;Jacenta;Dreakin;Male;79;Egypt;1/28/2004;5;TV;17:15;Wednesday
s7308;06-6529743;Ingelbert;Cultcheth;Male;46;Somalia;12/19/2011;;Tablet;09:25;Thursday
s329;06-6623847;Leonore;Glanton;Male;67;Timor-Leste;5/24/2014;5;TV;08:45;Saturday
s3858;06-6667765;Catriona;Skyrme;Male;38;San Marino;5.09.2003;;PC;10:28;Wednesday
s3636;06-6682270;Celinka;Duffield;Female;48;Qatar;2.10.2017;5;PC;07:01;Monday
s6538;06-6708573;Marchall;Leverington;Male;37;Costa Rica;2/28/2018;3;PC;09:19;Thursday
s8107;06-6875396;Sydney;Scartifield;Female;55;Qatar;7.06.2005;;Tablet;13:12;Saturday
s7535;06-6954499;Laina;Itzkovwitch;Female;59;Maldives;7.01.2013;4;PC;21:09;Saturday
s641;06-6966756;Alexandre;Seel;Male;30;Mauritius;2.05.2005;2;TV;20:32;Sunday
s2018;06-6998710;Jania;Smorfit;Male;48;Luxembourg;1/26/2006;5;TV;20:05;Saturday
s5260;06-7127726;Erna;Littlecote;Male;23;Rwanda;5/24/2001;2;Mobile;22:48;Friday
s2401;06-7145423;Wake;Shippey;Male;39;Mali;5.03.2020;2;TV;16:46;Friday
s3378;06-7154108;Minnie;Luckey;Female;38;Hungary;11/16/2002;2;Tablet;14:50;Wednesday
s2365;06-7167707;Bren;Walklot;Female;40;Cameroon;12.10.2014;3;PC;08:53;Thursday
s5977;06-7184744;Freda;Kyngdon;Female;27;Ethiopia;8/15/2016;4;Mobile;08:43;Monday
s8668;06-7362110;Adriana;O'Dogherty;Female;31;Gabon;3/15/2007;4;Mobile;07:39;Friday
s69;06-7368308;Steward;Wotton;Male;50;Tunisia;6/26/2008;2;Mobile;16:15;Monday
s5418;06-7384824;Jamie;Amsberger;Male;60;Malaysia;6.07.2005;3;Tablet;23:22;Sunday
s5915;06-7461775;Tobin;Blencowe;Female;50;Japan;6.11.2002;3;PC;03:56;Friday
s7064;06-7503260;Barbaraanne;Keppy;Female;20;Pakistan;4/24/2001;5;PC;15:03;Monday
s3941;06-7507908;Pablo;Maynell;Male;74;Austria;5/18/2004;3;TV;00:07;Thursday
s4841;06-7521460;Sidonia;Skettles;Male;20;Cambodia;12/27/2011;5;PC;01:11;Saturday
s7849;06-7564297;Lexis;Levins;Male;68;Burkina Faso;2/24/2004;2;Mobile;21:45;Tuesday
s7089;06-7604069;Libbey;Armor;Female;33;Norway;1.03.2017;5;PC;20:16;Tuesday
s6936;06-7613777;Jacky;Mompesson;Female;32;Malaysia;12.01.2019;;PC;08:53;Sunday
s8804;06-7630991;Cy;Blakely;Male;48;Iceland;3/24/2004;4;TV;15:35;Sunday
s5985;06-7692099;Delmor;Mortimer;Male;40;Philippines;3/30/2013;4;PC;22:22;Thursday
s3059;06-7797986;Colene;Gullane;Female;60;Madagascar;12/24/2000;2;Tablet;12:18;Saturday
s3361;06-7800273;Darice;Priddy;Female;37;Sri Lanka;4/28/2013;4;Tablet;00:07;Saturday
s8580;06-7865121;Zedekiah;Andraud;Male;34;Montenegro;12/16/2005;3;PC;16:19;Tuesday
s5727;06-7869044;Cherianne;Winkle;Female;29;Kuwait;1.07.2020;;Mobile;02:57;Tuesday
s2153;06-7893811;Claire;Newman;Female;20;Germany;6.07.2011;5;TV;07:15;Wednesday
s3042;06-8013655;Larissa;Swadden;Female;54;Ukraine;5/18/2005;4;PC;23:08;Sunday
s5420;06-8015929;Eden;Pifford;Female;37;Romania;8/17/2006;4;TV;20:46;Sunday
s2496;06-8030165;Cullen;Ondrak;Male;54;El Salvador;6/21/2010;3;PC;13:38;Tuesday
s8520;06-8093620;Gregorio;Humphris;Female;34;Brunei;8.08.2007;1;TV;13:49;Thursday
s3958;06-8158656;Jeramey;Mordy;Female;44;Bahamas;7/19/2015;2;TV;13:28;Friday
s4614;06-8159237;Myer;Wadie;Female;19;Cameroon;11.04.2014;4;TV;20:12;Thursday
s2697;06-8191249;Neila;Dodding;Male;38;Bosnia and Herzegovina;7/24/2005;3;PC;10:23;Friday
s4276;06-8204915;Liuka;Vercruysse;Male;58;Belize;8.03.2015;5;Tablet;04:13;Saturday
s8260;06-8259602;Collette;Trainer;Female;76;Rwanda;9/19/2003;;PC;07:37;Wednesday
s5810;06-8280505;Ian;Odgers;Male;37;Liberia;12/20/2004;4;Tablet;07:37;Tuesday
s5821;06-8333169;Jeni;Northey;Female;70;Tanzania;10.06.2017;;PC;15:52;Thursday
s5397;06-8340027;Valentino;Hallyburton;Male;56;Guyana;6.07.2011;5;Tablet;21:39;Wednesday
s886;06-8360738;Analiese;Chatto;Female;78;Belarus;5.05.2006;3;Tablet;14:30;Tuesday
s5568;06-8365153;Mahalia;McElmurray;Female;40;Sierra Leone;10/30/2001;3;Mobile;15:20;Monday
s4004;06-8384472;Lani;Kinnoch;Male;43;Barbados;10/16/2006;3;Tablet;13:29;Thursday
s5890;06-8438648;Henry;Clarkin;Male;48;Belgium;9/28/2010;4;Tablet;23:18;Tuesday
s2915;06-8514106;Chiarra;Lee;Male;65;Thailand;6/14/2009;3;Mobile;14:18;Tuesday
s6856;06-8535094;Kristina;Kruse;Female;39;Chad;11/23/2018;4;TV;05:30;Friday
s318;06-8541473;Broderic;Dronsfield;Female;39;China;3.12.2017;2;TV;18:44;Monday
s6424;06-8678587;Warden;Benley;Male;74;Australia;3/29/2003;4;Mobile;22:16;Tuesday
s4659;06-8686317;Pamela;Dundredge;Female;69;Belarus;3/28/2014;4;TV;17:42;Tuesday
s1990;06-8739365;Dewey;Rizzone;Female;41;Vietnam;10.06.2002;3;Tablet;18:18;Wednesday
s936;06-8752052;Birgit;Bachshell;Male;55;Malawi;8.08.2006;1;Tablet;14:17;Wednesday
s159;06-8774886;Rey;Hindsberg;Female;62;Switzerland;6.11.2003;3;Tablet;03:17;Saturday
